"","fid","SciName","decimallon","decimallat","issues","countryCod","occurrence","coordinate","institutio","references","basisOfRec","year","month","day","eventDate","geodeticDa"
"4255",5723,"Geranium lucidum",-1.695149,50.974516,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4256",5724,"Geranium lucidum",-2.180991,51.379411,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4257",5726,"Geranium lucidum",-2.253729,51.541124,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4258",5728,"Geranium lucidum",-2.282288,51.496101,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4259",5729,"Geranium lucidum",-2.180496,51.253527,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4260",5730,"Geranium lucidum",-1.994174,51.62232,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4261",5731,"Geranium lucidum",-2.037257,51.316603,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4262",5734,"Geranium lucidum",-2.195398,51.388379,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4263",5735,"Geranium lucidum",-2.153128,51.640203,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4264",5738,"Geranium lucidum",-1.763571,51.523178,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4265",5740,"Geranium lucidum",-2.238277,51.343341,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4266",5743,"Geranium lucidum",-2.23898,51.478214,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4267",5744,"Geranium lucidum",-2.238839,51.45124,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4268",5745,"Geranium lucidum",-2.26595,51.163445,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4269",5746,"Geranium lucidum",-2.237579,51.208465,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4270",5747,"Geranium lucidum",-2.094485,51.235644,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4271",5748,"Geranium lucidum",-1.878639,51.613267,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4272",5749,"Geranium lucidum",-2.251796,51.190452,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4273",5753,"Geranium lucidum",-1.649984,51.298103,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4274",5754,"Geranium lucidum",-2.282011,51.451144,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4275",5755,"Geranium lucidum",-2.051995,51.658274,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4276",5756,"Geranium lucidum",-2.066071,51.397516,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4277",5757,"Geranium lucidum",-2.25318,51.442218,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1984,1,1,"1984-01-01","WGS84"
"4278",5761,"Geranium lucidum",-3.230224,51.845607,"fpwktinv","GBR","PRESENT",70.7,"BIS",NA,"HUMAN_OBSERVATION",1983,4,1,"1983-04-01","WGS84"
"4279",5762,"Geranium lucidum",-3.244564,51.839163,"fpwktinv","GBR","PRESENT",70.7,"BIS",NA,"HUMAN_OBSERVATION",1983,4,1,"1983-04-01","WGS84"
"4280",5766,"Geranium lucidum",12.364133,58.736453,"cdround,gass84","SWE","PRESENT",50,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1983,5,15,"1983-05-15","WGS84"
"4281",5767,"Geranium lucidum",-3.4,38.39,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"VAL",NA,"PRESERVED_SPECIMEN",1983,5,7,"1983-05-07","WGS84"
"4282",5768,"Geranium lucidum",8.81667,42.43333,"gass84,colmano,inmafu","FRA","PRESENT",850,"G",NA,"PRESERVED_SPECIMEN",1983,5,13,"1983-05-13","WGS84"
"4283",5769,"Geranium lucidum",-1.793205,42.926237,"gass84,osiic,colmano,inmafu","ESP","PRESENT",500,"PAMP",NA,"PRESERVED_SPECIMEN",1983,5,10,"1983-05-10","WGS84"
"4284",5770,"Geranium lucidum",-1.805354,42.924059,"gass84,osiic,colmano,inmafu","ESP","PRESENT",200,"PAMP",NA,"PRESERVED_SPECIMEN",1983,5,3,"1983-05-03","WGS84"
"4285",5771,"Geranium lucidum",16.462715,57.286249,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1983,5,26,"1983-05-26","WGS84"
"4286",5772,"Geranium lucidum",15.69788,57.416319,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1983,5,31,"1983-05-31","WGS84"
"4287",5773,"Geranium lucidum",7.205279,60.905108,"cdround,gass84,inmano","NOR","PRESENT",100,"nbf",NA,"PRESERVED_SPECIMEN",1983,5,23,"1983-05-23","WGS84"
"4288",5774,"Geranium lucidum",-4.510793,57.465728,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1983,5,26,"1983-05-26","WGS84"
"4289",5775,"Geranium lucidum",6.6477,60.3041,"incomis,inmafu","NOR","PRESENT",200,"BG",NA,"PRESERVED_SPECIMEN",1983,6,21,"1983-06-21","WGS84"
"4290",5777,"Geranium lucidum",14.146391,58.014352,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1983,7,9,"1983-07-09","WGS84"
"4291",5778,"Geranium lucidum",14.188423,58.057998,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1983,7,2,"1983-07-02","WGS84"
"4292",5779,"Geranium lucidum",14.190713,58.082271,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1983,7,11,"1983-07-11","WGS84"
"4293",5782,"Geranium lucidum",16.117744,57.083737,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1983,7,31,"1983-07-01","WGS84"
"4294",5783,"Geranium lucidum",-3.047054,52.705089,"fpwktinv","GBR","PRESENT",70.7,"BIS",NA,"HUMAN_OBSERVATION",1983,7,5,"1983-07-05","WGS84"
"4295",5784,"Geranium lucidum",6.201923967,61.36176908,"cdrep,incomis,inmafu","NOR","PRESENT",707,"BG",NA,"PRESERVED_SPECIMEN",1983,8,23,"1983-08-23","WGS84"
"4296",5785,"Geranium lucidum",6.07372118,61.33216651,"cdrep,incomis,inmafu","NOR","PRESENT",707,"BG",NA,"PRESERVED_SPECIMEN",1983,8,23,"1983-08-23","WGS84"
"4297",5786,"Geranium lucidum",15.930912,56.449163,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1983-01-01","WGS84"
"4298",5787,"Geranium lucidum",15.948474,56.374604,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1983-01-01","WGS84"
"4299",5788,"Geranium lucidum",15.964626,56.365604,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1983-01-01","WGS84"
"4300",5789,"Geranium lucidum",15.833588,56.40432,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1983-01-01","WGS84"
"4301",5790,"Geranium lucidum",15.384799,57.436312,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1983-01-01","WGS84"
"4302",5791,"Geranium lucidum",15.977696,56.394328,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1983-01-01","WGS84"
"4303",5792,"Geranium lucidum",14.943044,57.74026,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1983-01-01","WGS84"
"4304",5793,"Geranium lucidum",14.344559,57.94535,"cdround,gass84","SWE","PRESENT",500,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1982-01-01","WGS84"
"4305",5794,"Geranium lucidum",14.55392,56.063028,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Blekinges flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1981-01-01","WGS84"
"4306",5795,"Geranium lucidum",14.594407,56.154145,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Blekinges flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1983-01-01","WGS84"
"4307",5796,"Geranium lucidum",15.497825,56.273762,"cdround,gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Blekinges flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1980-01-01","WGS84"
"4308",5797,"Geranium lucidum",15.698185,56.203151,"cdround,gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Blekinges flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1983-01-01","WGS84"
"4309",5798,"Geranium lucidum",15.193566,56.424411,"cdround,gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Blekinges flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1983-01-01","WGS84"
"4310",5799,"Geranium lucidum",15.896623,56.314529,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Blekinges flora",NA,"HUMAN_OBSERVATION",1983,12,31,"1983-01-01","WGS84"
"4311",5800,"Geranium lucidum",-0.98019,51.523032,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1983,1,1,"1983-01-01","WGS84"
"4312",5803,"Geranium lucidum",-3.105825,52.218173,"fpwktinv","GBR","PRESENT",70.7,"BIS",NA,"HUMAN_OBSERVATION",1982,3,1,"1982-03-01","WGS84"
"4313",5804,"Geranium lucidum",0.021,42.319,"gass84,colmafu,inmafu","ESP","PRESENT",707.11,"BC",NA,"PRESERVED_SPECIMEN",1982,4,15,"1982-04-15","WGS84"
"4314",5805,"Geranium lucidum",-2.674659,51.728277,"fpwktinv","GBR","PRESENT",707.1,"Gloucestershire Centre for Environmental Records",NA,"HUMAN_OBSERVATION",1982,4,17,"1982-04-17","WGS84"
"4315",5806,"Geranium lucidum",17.599829,58.936983,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1982,5,19,"1982-05-19","WGS84"
"4316",5808,"Geranium lucidum",14.909141,57.96006,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1982,5,10,"1982-05-10","WGS84"
"4317",5809,"Geranium lucidum",-4.477522,54.967842,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1982,5,1,"1982-05-01","WGS84"
"4318",5810,"Geranium lucidum",7.201776878,58.48976808,"cdrep","NOR","PRESENT",71,"KMN",NA,"PRESERVED_SPECIMEN",1982,6,5,"1982-06-05","WGS84"
"4319",5811,"Geranium lucidum",14.112282,57.984266,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1982,6,11,"1982-06-11","WGS84"
"4320",5812,"Geranium lucidum",-0.215,42.324,"gass84,colmafu,inmafu","ESP","PRESENT",707.11,"BC",NA,"PRESERVED_SPECIMEN",1982,6,25,"1982-06-25","WGS84"
"4321",5814,"Geranium lucidum",-3.290875,56.412753,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1982,6,13,"1982-06-13","WGS84"
"4322",5815,"Geranium lucidum",-123.269,45.2087,"gass84,colmafu,inmafu","USA","PRESENT",804.67,"OSC",NA,"PRESERVED_SPECIMEN",1982,7,7,"1982-07-07","WGS84"
"4323",5816,"Geranium lucidum",-0.228,42.297,"gass84,colmafu,inmafu","ESP","PRESENT",707.11,"BC",NA,"PRESERVED_SPECIMEN",1982,7,19,"1982-07-19","WGS84"
"4324",5818,"Geranium lucidum",-2.444979,51.413323,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",1982,7,30,"1982-07-30","WGS84"
"4325",5819,"Geranium lucidum",-3.135909,52.07763,"fpwktinv","GBR","PRESENT",70.7,"BIS",NA,"HUMAN_OBSERVATION",1982,9,7,"1982-09-07","WGS84"
"4326",5820,"Geranium lucidum",14.937303,58.0491,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1982,12,31,"1982-01-01","WGS84"
"4327",5821,"Geranium lucidum",14.989765,57.753141,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1982,12,31,"1982-01-01","WGS84"
"4328",5823,"Geranium lucidum",15.220291,56.161394,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Blekinges flora",NA,"HUMAN_OBSERVATION",1982,12,31,"1981-01-01","WGS84"
"4329",5824,"Geranium lucidum",-7.715821,54.41176,"fpwktinv","GBR","PRESENT",707.1,"CEDaR",NA,"HUMAN_OBSERVATION",1982,1,1,"1982-01-01","WGS84"
"4330",5825,"Geranium lucidum",-2.746576,52.572963,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1982,1,1,"1982-01-01","WGS84"
"4331",5827,"Geranium lucidum",-3.108138,52.866802,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1982,1,1,"1982-01-01","WGS84"
"4332",5828,"Geranium lucidum",-2.396439,54.183398,"fpwktinv","GBR","PRESENT",7.1,"YWT",NA,"HUMAN_OBSERVATION",1982,1,1,"1982-01-01","WGS84"
"4333",5829,"Geranium lucidum",-4.35,38.44,"gass84,osiic","ESP","PRESENT",707,"COA",NA,"PRESERVED_SPECIMEN",1981,4,28,"1981-04-28","WGS84"
"4334",5830,"Geranium lucidum",10.245016,63.559666,"cdround,gass84","NOR","PRESENT",100,"nbf",NA,"HUMAN_OBSERVATION",1981,5,10,"1981-05-10","WGS84"
"4335",5831,"Geranium lucidum",-3.154664,51.842777,"fpwktinv","GBR","PRESENT",70.7,"BIS",NA,"HUMAN_OBSERVATION",1981,5,6,"1981-05-06","WGS84"
"4336",5832,"Geranium lucidum",-2.644336,55.602419,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1981,5,16,"1981-05-16","WGS84"
"4337",5833,"Geranium lucidum",1.459502,52.200957,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1981,5,30,"1981-05-30","WGS84"
"4338",5834,"Geranium lucidum",-2.240843,51.422013,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1981,5,10,"1981-05-10","WGS84"
"4339",5836,"Geranium lucidum",-2.973522,51.857004,"fpwktinv","GBR","PRESENT",70.7,"BIS",NA,"HUMAN_OBSERVATION",1981,7,21,"1981-07-21","WGS84"
"4340",5837,"Geranium lucidum",14.140049,58.005291,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1981,8,2,"1981-08-02","WGS84"
"4341",5838,"Geranium lucidum",15.741565,56.277722,"cdround,gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Blekinges flora",NA,"HUMAN_OBSERVATION",1981,12,31,"1981-01-01","WGS84"
"4342",5839,"Geranium lucidum",-2.764491,51.603196,"fpwktinv","GBR","PRESENT",70.7,"SEWBReC",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4343",5840,"Geranium lucidum",-7.824207,54.277214,"fpwktinv","GBR","PRESENT",707.1,"CEDaR",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4344",5842,"Geranium lucidum",-7.732392,54.232126,"fpwktinv","GBR","PRESENT",707.1,"CEDaR",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4345",5844,"Geranium lucidum",-3.076432,52.786185,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4346",5846,"Geranium lucidum",-2.960408,52.904047,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4347",5848,"Geranium lucidum",-3.072936,52.794757,"fpwktinv","GBR","PRESENT",70.7,"SEDN",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4348",5849,"Geranium lucidum",-2.806582,52.626509,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4349",5850,"Geranium lucidum",-3.094191,52.90289,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4350",5851,"Geranium lucidum",-2.776879,52.617718,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4351",5852,"Geranium lucidum",-3.064903,52.921136,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4352",5853,"Geranium lucidum",-3.152932,52.875365,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4353",5855,"Geranium lucidum",-1.269652,51.763912,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1981,1,1,"1981-01-01","WGS84"
"4354",5856,"Geranium lucidum",-3.03688,51.944351,"fpwktinv","GBR","PRESENT",7.1,"SEWBReC",NA,"HUMAN_OBSERVATION",1980,1,1,"1980-01-01","WGS84"
"4355",5857,"Geranium lucidum",-3.183594,51.838893,"fpwktinv","GBR","PRESENT",70.7,"BIS",NA,"HUMAN_OBSERVATION",1980,4,17,"1980-04-17","WGS84"
"4356",5858,"Geranium lucidum",12.181317,58.585056,"gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1980,5,17,"1980-05-17","WGS84"
"4357",5859,"Geranium lucidum",8.9,41.93333,"gass84,colmano,inmafu","FRA","PRESENT",850,"G",NA,"PRESERVED_SPECIMEN",1980,5,8,"1980-05-08","WGS84"
"4358",5860,"Geranium lucidum",-3.276514,52.044721,"fpwktinv","GBR","PRESENT",70.7,"BIS",NA,"HUMAN_OBSERVATION",1980,5,22,"1980-05-22","WGS84"
"4359",5861,"Geranium lucidum",-3.523237,50.71182,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1980,5,1,"1980-05-01","WGS84"
"4360",5862,"Geranium lucidum",7.9322,62.7782,"gass84,incomis,inmafu","NOR","PRESENT",707,"TRH",NA,"PRESERVED_SPECIMEN",1980,6,2,"1980-06-02","WGS84"
"4361",5864,"Geranium lucidum",9.13333,41.88333,"gass84,colmano,inmafu","FRA","PRESENT",850,"G",NA,"PRESERVED_SPECIMEN",1980,6,22,"1980-06-22","WGS84"
"4362",5865,"Geranium lucidum",-2.259,41.842,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"LEB",NA,"PRESERVED_SPECIMEN",1980,6,5,"1980-06-05","WGS84"
"4363",5866,"Geranium lucidum",-4.462038,57.484662,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1980,6,27,"1980-06-27","WGS84"
"4364",5867,"Geranium lucidum",-2.748028,56.500769,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1980,6,19,"1980-06-19","WGS84"
"4365",5868,"Geranium lucidum",-3.091908,56.482947,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1980,6,19,"1980-06-19","WGS84"
"4366",5869,"Geranium lucidum",-1.850345,51.433405,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1980,6,1,"1980-06-01","WGS84"
"4367",5872,"Geranium lucidum",6.486524568,61.54697954,"cdrep,incomis,inmafu","NOR","PRESENT",707,"BG",NA,"PRESERVED_SPECIMEN",1980,7,10,"1980-07-10","WGS84"
"4368",5873,"Geranium lucidum",-3.785766,56.734587,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1980,7,5,"1980-07-05","WGS84"
"4369",5876,"Geranium lucidum",-3.202578,51.843196,"fpwktinv","GBR","PRESENT",70.7,"BIS",NA,"HUMAN_OBSERVATION",1980,9,5,"1980-09-05","WGS84"
"4370",5878,"Geranium lucidum",14.26778,57.825459,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1980,12,31,"1980-01-01","WGS84"
"4371",5880,"Geranium lucidum",14.111006,57.722879,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1980,12,31,"1980-01-01","WGS84"
"4372",5881,"Geranium lucidum",14.302626,57.877959,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1980,12,31,"1980-01-01","WGS84"
"4373",5882,"Geranium lucidum",14.269693,57.859607,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1980,12,31,"1980-01-01","WGS84"
"4374",5883,"Geranium lucidum",14.950634,57.987237,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1980,12,31,"1980-01-01","WGS84"
"4375",5884,"Geranium lucidum",14.114024,57.801945,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1980,12,31,"1980-01-01","WGS84"
"4376",5885,"Geranium lucidum",14.261519,57.73558,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1980,12,31,"1980-01-01","WGS84"
"4377",5889,"Geranium lucidum",-3.592504,51.476633,"fpwktinv","GBR","PRESENT",707.1,"SEWBReC",NA,"HUMAN_OBSERVATION",1980,1,1,"1980-01-01","WGS84"
"4378",5894,"Geranium lucidum",-3.065916,52.354749,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1980,1,1,"1980-01-01","WGS84"
"4379",5897,"Geranium lucidum",-3.027937,52.615805,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1980,1,1,"1980-01-01","WGS84"
"4380",5898,"Geranium lucidum",-2.881343,52.670926,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1980,1,1,"1980-01-01","WGS84"
"4381",5899,"Geranium lucidum",-2.910542,52.652726,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1980,1,1,"1980-01-01","WGS84"
"4382",5901,"Geranium lucidum",-3.049381,52.894305,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1980,1,1,"1980-01-01","WGS84"
"4383",5902,"Geranium lucidum",-2.762266,52.626803,"fpwktinv","GBR","PRESENT",707.1,"SEDN",NA,"HUMAN_OBSERVATION",1980,1,1,"1980-01-01","WGS84"
"4384",5903,"Geranium lucidum",1.167461,52.015346,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1980,1,1,"1980-01-01","WGS84"
"4385",5904,"Geranium lucidum",-2.050512,50.975351,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1980,1,1,"1980-01-01","WGS84"
"4386",5905,"Geranium lucidum",-2.297337,51.594969,"fpwktinv","GBR","PRESENT",707.1,"Gloucestershire Centre for Environmental Records",NA,"HUMAN_OBSERVATION",1979,5,23,"1979-05-23","WGS84"
"4387",5906,"Geranium lucidum",-5.989397,57.103858,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1979,5,30,"1979-05-30","WGS84"
"4388",5907,"Geranium lucidum",-3.419875,55.541972,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1979,5,25,"1979-05-25","WGS84"
"4389",5908,"Geranium lucidum",-3.66979,55.080482,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1979,5,25,"1979-05-25","WGS84"
"4390",5909,"Geranium lucidum",-4.37,37.49,"gass84,osiic","ESP","PRESENT",707,"COA",NA,"PRESERVED_SPECIMEN",1979,6,22,"1979-06-22","WGS84"
"4391",5910,"Geranium lucidum",12.116647,58.539003,"gass84","SWE","PRESENT",50,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1979,6,7,"1979-06-07","WGS84"
"4392",5912,"Geranium lucidum",-2.69257,51.716034,"fpwktinv","GBR","PRESENT",70.7,"SEWBReC",NA,"HUMAN_OBSERVATION",1979,6,27,"1979-06-27","WGS84"
"4393",5915,"Geranium lucidum",8.1015,63.0053,"gass84,incomis,inmafu","NOR","PRESENT",707,"TRH",NA,"PRESERVED_SPECIMEN",1979,7,11,"1979-07-11","WGS84"
"4394",5916,"Geranium lucidum",-1,40.18,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",100,"VAL",NA,"PRESERVED_SPECIMEN",1979,7,13,"1979-07-13","WGS84"
